timestamp,sqm,Usage,TemperatureC,Humidity,Sea Level PressurehPa,Dew PointC,VisibilityKm,WindSpeedKmh,dayOfTheWeek,hourOfTheDay,dayOfTheYear
2015-02-27 07:00:00+00:00,4373.0,2.2,1.5,93.0,1020.0,0.5,10.0,13.899999999999999,4,7,58
2015-02-27 08:00:00+00:00,4373.0,4.4000001,3.5,87.0,1021.0,1.5,10.0,12.05,4,8,58
2015-02-27 09:00:00+00:00,4373.0,6.3000002,5.5,84.0,1021.0,3.0,10.0,15.75,4,9,58
2015-02-27 10:00:00+00:00,4373.0,7.399999799999999,7.0,76.0,1021.0,3.0,10.0,20.4,4,10,58
2015-02-27 11:00:00+00:00,4373.0,10.6999998,8.0,73.5,1021.0,3.5,10.0,22.2,4,11,58
2015-02-27 12:00:00+00:00,4373.0,9.499999825,8.0,71.0,1020.5,3.0,10.0,21.299999999999997,4,12,58
2015-02-27 13:00:00+00:00,4373.0,8.29999985,7.5,73.5,1020.0,3.0,10.0,21.299999999999997,4,13,58
2015-02-27 14:00:00+00:00,4373.0,7.099999875,8.0,71.0,1019.5,3.0,10.0,20.4,4,14,58
2015-02-27 15:00:00+00:00,4373.0,5.8999999,7.0,76.0,1019.0,3.0,10.0,16.65,4,15,58
2015-02-27 16:00:00+00:00,4373.0,2.30000001,7.0,76.0,1019.0,3.0,10.0,15.75,4,16,58
2015-02-27 17:00:00+00:00,4373.0,1.5,6.5,81.0,1018.5,3.5,10.0,11.15,4,17,58
2015-02-27 18:00:00+00:00,4373.0,1.19999999,6.5,78.5,1018.0,3.0,10.0,9.3,4,18,58
2015-02-27 19:00:00+00:00,4373.0,1.10000002,6.0,81.0,1017.5,3.0,10.0,16.65,4,19,58
2015-02-27 20:00:00+00:00,4373.0,0.90000001,6.5,81.5,1017.0,3.5,10.0,13.9,4,20,58
2015-02-27 21:00:00+00:00,4373.0,1.19999999,6.0,87.0,1016.0,4.0,10.0,12.05,4,21,58
2015-02-27 22:00:00+00:00,4373.0,1.00000003,6.5,84.0,1015.5,4.0,10.0,8.350000000000001,4,22,58
2015-02-27 23:00:00+00:00,4373.0,1.0,7.0,84.0,1014.5,4.5,10.0,9.3,4,23,58
2015-02-28 00:00:00+00:00,4373.0,1.0,7.0,87.0,1013.5,5.0,10.0,14.8,5,0,59
2015-02-28 01:00:00+00:00,4373.0,1.10000002,7.5,87.0,1012.5,5.5,10.0,15.75,5,1,59
2015-02-28 02:00:00+00:00,4373.0,0.90000001,8.0,87.0,1011.5,6.0,10.0,16.7,5,2,59
2015-02-28 03:00:00+00:00,4373.0,1.10000002,7.0,93.0,1010.5,6.0,10.0,14.8,5,3,59
2015-02-28 04:00:00+00:00,4373.0,1.0,7.0,100.0,1010.0,7.0,10.0,13.0,5,4,59
2015-02-28 05:00:00+00:00,4373.0,0.90000001,7.5,96.5,1009.0,7.0,10.0,14.8,5,5,59
2015-02-28 06:00:00+00:00,4373.0,1.19999999,8.0,93.0,1009.0,7.0,10.0,10.2,5,6,59
2015-02-28 07:00:00+00:00,4373.0,1.0,8.0,96.5,1009.0,7.5,10.0,11.15,5,7,59
2015-02-28 08:00:00+00:00,4373.0,1.30000001,8.5,96.5,1008.0,8.0,10.0,17.6,5,8,59
2015-02-28 09:00:00+00:00,4373.0,0.90000001,8.5,96.5,1008.0,8.0,6.15,16.7,5,9,59
2015-02-28 10:00:00+00:00,4373.0,0.90000001,9.0,93.0,1007.5,8.0,10.0,16.7,5,10,59
2015-02-28 11:00:00+00:00,4373.0,1.00000003,9.5,87.5,1007.0,7.5,10.0,16.7,5,11,59
2015-02-28 12:00:00+00:00,4373.0,1.10000002,9.5,84.5,1006.5,7.0,10.0,19.45,5,12,59
2015-02-28 13:00:00+00:00,4373.0,1.0,10.5,79.0,1005.0,7.0,10.0,17.6,5,13,59
2015-02-28 14:00:00+00:00,4373.0,0.90000001,10.0,82.0,1004.0,7.0,10.0,13.9,5,14,59
2015-02-28 15:00:00+00:00,4373.0,1.30000001,9.0,87.0,1003.0,7.0,10.0,11.1,5,15,59
2015-02-28 16:00:00+00:00,4373.0,0.800000020001,9.0,87.0,1001.5,7.0,10.0,12.95,5,16,59
2015-02-28 17:00:00+00:00,4373.0,1.10000002,9.0,84.5,999.5,6.5,7.25,17.6,5,17,59
2015-02-28 18:00:00+00:00,4373.0,1.20000004,8.5,96.5,998.0,8.0,-4997.0,12.05,5,18,59
2015-02-28 19:00:00+00:00,4373.0,1.10000002,9.5,96.5,997.5,9.0,-4998.05,15.75,5,19,59
2015-02-28 20:00:00+00:00,4373.0,0.90000001,10.5,94.0,997.0,9.5,10.0,36.1,5,20,59
2015-02-28 21:00:00+00:00,4373.0,1.10000002,10.0,90.5,997.0,8.5,10.0,39.8,5,21,59
2015-02-28 22:00:00+00:00,4373.0,0.80000001,9.0,90.0,997.0,7.5,9.0,40.7,5,22,59
2015-02-28 23:00:00+00:00,4373.0,1.00000003,8.5,87.0,997.0,6.5,8.5,38.85,5,23,59
2015-03-01 00:00:00+00:00,4373.0,0.5142857140820001,8.0,87.0,998.5,6.0,10.0,37.95,6,0,60
2015-03-01 01:00:00+00:00,4373.0,0.0285714281636,8.0,84.0,999.0,5.5,10.0,37.05,6,1,60
2015-03-01 02:00:00+00:00,4373.0,0.0285714281626,8.0,81.0,1000.0,5.0,10.0,33.3,6,2,60
2015-03-01 03:00:00+00:00,4373.0,0.0285714281636,7.5,84.0,1000.0,5.0,10.0,27.75,6,3,60
2015-03-01 04:00:00+00:00,4373.0,0.0285714281636,7.0,84.0,1000.0,4.5,9.5,28.7,6,4,60
2015-03-01 05:00:00+00:00,4373.0,0.0285714281626,7.0,81.0,1000.0,4.0,10.0,32.4,6,5,60
2015-03-01 06:00:00+00:00,4373.0,0.0285714281636,7.0,81.0,1001.0,4.0,10.0,28.700000000000003,6,6,60
2015-03-01 07:00:00+00:00,4373.0,0.0285714281636,6.0,87.0,1001.0,4.0,10.0,30.55,6,7,60
2015-03-01 08:00:00+00:00,4373.0,0.0285714281626,7.0,84.0,1002.0,4.5,10.0,25.0,6,8,60
2015-03-01 09:00:00+00:00,4373.0,0.0285714281636,8.0,73.5,1002.5,3.5,10.0,26.85,6,9,60
2015-03-01 10:00:00+00:00,4373.0,0.0285714281636,8.5,78.5,1002.5,5.0,10.0,23.15,6,10,60
2015-03-01 11:00:00+00:00,4373.0,0.0285714281626,9.5,73.5,1002.0,5.0,10.0,25.9,6,11,60
2015-03-01 12:00:00+00:00,4373.0,0.0285714281636,9.5,71.0,1001.0,4.5,10.0,25.0,6,12,60
2015-03-01 13:00:00+00:00,4373.0,0.0285714281636,10.0,62.0,999.5,3.0,10.0,30.549999999999997,6,13,60
2015-03-01 14:00:00+00:00,4373.0,0.0285714281626,6.5,82.0,998.5,3.5,-4994.5,28.700000000000003,6,14,60
2015-03-01 15:00:00+00:00,4373.0,0.0285714281636,5.0,96.5,998.0,4.5,10.0,16.65,6,15,60
2015-03-01 16:00:00+00:00,4373.0,0.0285714281636,7.0,81.0,997.0,4.0,10.0,33.3,6,16,60
2015-03-01 17:00:00+00:00,4373.0,0.0285714281626,6.5,84.0,998.0,4.0,10.0,35.15,6,17,60
2015-03-01 18:00:00+00:00,4373.0,0.0285714281636,6.0,78.5,999.5,2.5,10.0,21.3,6,18,60
2015-03-01 19:00:00+00:00,4373.0,0.0285714281636,5.0,81.0,1000.0,2.0,10.0,14.85,6,19,60
2015-03-01 20:00:00+00:00,4373.0,0.0285714281626,4.5,81.5,1000.5,1.5,10.0,14.85,6,20,60
2015-03-01 21:00:00+00:00,4373.0,0.0285714281636,4.5,90.0,1001.0,3.0,10.0,17.6,6,21,60
2015-03-01 22:00:00+00:00,4373.0,0.0285714281636,4.5,90.0,1002.0,3.0,10.0,19.45,6,22,60
2015-03-01 23:00:00+00:00,4373.0,0.0285714281626,5.0,87.0,1002.0,3.0,10.0,19.45,6,23,60
2015-03-02 00:00:00+00:00,4373.0,0.614285734082,5.0,84.0,1002.0,2.5,10.0,22.25,0,0,61
2015-03-02 01:00:00+00:00,4373.0,0.914285694082,5.0,87.0,1002.5,3.0,10.0,23.15,0,1,61
2015-03-02 02:00:00+00:00,4373.0,1.69999999,5.0,78.5,1003.0,1.5,10.0,25.0,0,2,61
2015-03-02 03:00:00+00:00,4373.0,1.5,4.0,87.0,1002.5,2.0,-4994.5,25.950000000000003,0,3,61
2015-03-02 04:00:00+00:00,4373.0,1.60000002,4.0,93.0,1003.0,3.0,10.0,24.1,0,4,61
2015-03-02 05:00:00+00:00,4373.0,1.59999997,4.0,90.0,1003.0,2.5,10.0,24.1,0,5,61
2015-03-02 06:00:00+00:00,4373.0,1.69999999,4.0,87.0,1004.0,2.0,10.0,27.75,0,6,61
2015-03-02 07:00:00+00:00,4373.0,2.1,4.0,75.0,1005.0,0.0,10.0,31.45,0,7,61
2015-03-02 08:00:00+00:00,4373.0,3.8,5.0,67.5,1006.0,-0.5,10.0,29.599999999999998,0,8,61
2015-03-02 09:00:00+00:00,4373.0,7.3,4.5,73.0,1008.0,0.0,10.0,36.1,0,9,61
2015-03-02 10:00:00+00:00,4373.0,10.200000300000001,6.0,68.0,1009.0,0.5,10.0,32.4,0,10,61
2015-03-02 11:00:00+00:00,4373.0,11.0,6.0,66.0,1010.0,0.0,10.0,31.5,0,11,61
2015-03-02 12:00:00+00:00,4373.0,11.0333333,7.0,63.5,1010.5,0.5,10.0,34.25,0,12,61
2015-03-02 13:00:00+00:00,4373.0,11.0666666,7.0,59.0,1011.0,-0.5,10.0,33.3,0,13,61
2015-03-02 14:00:00+00:00,4373.0,11.0999999,7.0,66.0,1012.0,1.0,10.0,27.75,0,14,61
2015-03-02 15:00:00+00:00,4373.0,6.0999999,6.5,71.0,1012.0,1.5,10.0,29.65,0,15,61
2015-03-02 16:00:00+00:00,4373.0,3.1,5.0,81.0,1013.0,2.0,10.0,28.700000000000003,0,16,61
2015-03-02 17:00:00+00:00,4373.0,1.39999998,5.5,78.5,1013.0,2.0,10.0,22.25,0,17,61
2015-03-02 18:00:00+00:00,4373.0,1.30000001,4.5,84.0,1013.5,2.0,5.7,29.65,0,18,61
2015-03-02 19:00:00+00:00,4373.0,1.10000002,3.5,96.5,1014.0,3.0,10.0,20.4,0,19,61
2015-03-02 20:00:00+00:00,4373.0,1.30000001,4.5,84.0,1014.0,2.0,10.0,23.15,0,20,61
2015-03-02 21:00:00+00:00,4373.0,1.0,5.0,87.0,1014.0,3.0,10.0,19.45,0,21,61
2015-03-02 22:00:00+00:00,4373.0,1.10000002,5.0,87.0,1014.5,3.0,10.0,16.7,0,22,61
2015-03-02 23:00:00+00:00,4373.0,1.10000002,4.5,90.0,1014.5,3.0,10.0,17.6,0,23,61
2015-03-03 00:00:00+00:00,4373.0,1.10000002,5.0,87.0,1014.0,3.0,10.0,18.549999999999997,1,0,62
2015-03-03 01:00:00+00:00,4373.0,1.10000002,4.0,93.0,1013.5,3.0,6.3,15.75,1,1,62
2015-03-03 02:00:00+00:00,4373.0,1.10000002,4.0,93.0,1013.0,3.0,10.0,23.15,1,2,62
2015-03-03 03:00:00+00:00,4373.0,1.19999999,3.0,100.0,1012.0,3.0,6.5,10.2,1,3,62
2015-03-03 04:00:00+00:00,4373.0,1.10000002,4.5,96.5,1011.5,4.0,10.0,20.35,1,4,62
2015-03-03 05:00:00+00:00,4373.0,1.69999999,3.0,93.0,1012.0,2.0,7.0,12.95,1,5,62
2015-03-03 06:00:00+00:00,4373.0,2.09999998,2.5,96.5,1012.5,2.0,10.0,13.0,1,6,62
2015-03-03 07:00:00+00:00,4373.0,2.2,2.5,93.0,1013.0,1.5,10.0,9.25,1,7,62
2015-03-03 08:00:00+00:00,4373.0,3.5,5.0,84.0,1014.0,2.5,10.0,23.15,1,8,62
2015-03-03 09:00:00+00:00,4373.0,7.100000099999999,5.5,87.0,1014.5,3.5,10.0,25.0,1,9,62
2015-03-03 10:00:00+00:00,4373.0,7.799999900000001,6.5,73.5,1015.0,2.0,10.0,27.75,1,10,62
2015-03-03 11:00:00+00:00,4373.0,10.299999699999999,7.0,66.0,1016.0,1.0,10.0,29.6,1,11,62
2015-03-03 12:00:00+00:00,4373.0,9.19999975,7.0,73.5,1016.0,2.5,10.0,28.7,1,12,62
2015-03-03 13:00:00+00:00,4373.0,8.099999799999999,7.5,68.5,1017.0,2.0,10.0,31.5,1,13,62
2015-03-03 14:00:00+00:00,4373.0,6.99999985,6.5,70.5,1017.0,1.5,10.0,28.7,1,14,62
2015-03-03 15:00:00+00:00,4373.0,5.8999999,6.5,71.0,1017.5,1.5,10.0,25.9,1,15,62
2015-03-03 16:00:00+00:00,4373.0,2.19999999,6.5,66.0,1018.0,0.5,10.0,27.75,1,16,62
2015-03-03 17:00:00+00:00,4373.0,1.30000001,5.5,73.0,1018.0,1.0,10.0,28.700000000000003,1,17,62
2015-03-03 18:00:00+00:00,4373.0,1.5,5.0,73.0,1019.0,0.5,10.0,27.8,1,18,62
2015-03-03 19:00:00+00:00,4373.0,1.20000004,5.5,68.0,1020.0,0.0,10.0,25.9,1,19,62
2015-03-03 20:00:00+00:00,4373.0,1.0,5.0,76.0,1020.5,1.0,10.0,25.0,1,20,62
2015-03-03 21:00:00+00:00,4373.0,1.20000004,5.0,81.0,1021.0,2.0,10.0,23.15,1,21,62
2015-03-03 22:00:00+00:00,4373.0,1.10000002,5.0,84.0,1022.0,2.5,10.0,29.65,1,22,62
2015-03-03 23:00:00+00:00,4373.0,1.10000002,5.0,81.0,1023.0,2.0,10.0,25.950000000000003,1,23,62
2015-03-04 00:00:00+00:00,4373.0,1.10000002,5.0,84.0,1023.0,2.5,10.0,25.0,2,0,63
2015-03-04 01:00:00+00:00,4373.0,1.0,4.5,84.0,1023.0,2.0,10.0,26.85,2,1,63
2015-03-04 02:00:00+00:00,4373.0,1.19999999,4.0,87.0,1024.0,2.0,10.0,23.15,2,2,63
2015-03-04 03:00:00+00:00,4373.0,1.0,4.0,81.0,1024.0,1.0,10.0,27.8,2,3,63
2015-03-04 04:00:00+00:00,4373.0,1.10000002,4.0,84.0,1025.5,1.5,10.0,28.7,2,4,63
2015-03-04 05:00:00+00:00,4373.0,0.90000001,4.0,84.0,1026.5,1.5,10.0,25.950000000000003,2,5,63
2015-03-04 06:00:00+00:00,4373.0,1.89999998,3.5,84.0,1027.5,1.0,10.0,18.5,2,6,63
2015-03-04 07:00:00+00:00,4373.0,2.1,3.5,84.0,1028.5,1.0,10.0,20.4,2,7,63
2015-03-04 08:00:00+00:00,4373.0,4.8,4.5,78.5,1030.0,1.0,10.0,23.15,2,8,63
2015-03-04 09:00:00+00:00,4373.0,8.2999997,6.0,76.0,1031.0,2.0,10.0,27.75,2,9,63
2015-03-04 10:00:00+00:00,4373.0,5.5,7.0,71.0,1031.5,2.0,10.0,26.85,2,10,63
2015-03-04 11:00:00+00:00,4373.0,12.0999999,8.0,64.0,1032.0,1.5,10.0,25.0,2,11,63
2015-03-04 12:00:00+00:00,4373.0,11.966666533333333,9.0,54.0,1033.0,0.0,10.0,22.2,2,12,63
2015-03-04 13:00:00+00:00,4373.0,11.833333166666668,9.0,52.0,1033.0,-0.5,10.0,26.85,2,13,63
2015-03-04 14:00:00+00:00,4373.0,11.6999998,9.0,52.0,1034.0,-0.5,10.0,23.15,2,14,63
2015-03-04 15:00:00+00:00,4373.0,5.9000001,8.0,57.0,1034.5,0.0,10.0,18.549999999999997,2,15,63
2015-03-04 16:00:00+00:00,4373.0,3.2,8.5,50.0,1035.5,-1.5,10.0,19.45,2,16,63
2015-03-04 17:00:00+00:00,4373.0,1.39999998,6.5,59.0,1036.5,-1.0,10.0,13.9,2,17,63
2015-03-04 18:00:00+00:00,4373.0,1.40000003,5.0,78.5,1037.0,1.5,10.0,12.95,2,18,63
2015-03-04 19:00:00+00:00,4373.0,1.40000003,3.5,87.0,1038.0,1.5,10.0,14.8,2,19,63
2015-03-04 20:00:00+00:00,4373.0,1.10000002,3.0,81.0,1038.5,0.0,10.0,11.100000000000001,2,20,63
2015-03-04 21:00:00+00:00,4373.0,1.30000001,2.5,84.0,1039.0,0.0,10.0,10.2,2,21,63
2015-03-04 22:00:00+00:00,4373.0,1.30000001,2.5,84.0,1039.0,0.0,10.0,12.05,2,22,63
2015-03-04 23:00:00+00:00,4373.0,1.10000002,2.0,87.0,1039.5,0.0,10.0,13.0,2,23,63
2015-03-05 00:00:00+00:00,4373.0,1.10000002,2.5,84.0,1040.0,0.0,10.0,7.4,3,0,64
2015-03-05 01:00:00+00:00,4373.0,1.39999998,3.5,87.0,1040.0,1.5,10.0,6.5,3,1,64
2015-03-05 02:00:00+00:00,4373.0,1.0,3.5,93.0,1039.0,2.5,10.0,3.7,3,2,64
2015-03-05 03:00:00+00:00,4373.0,1.20000004,3.0,93.0,1039.5,2.0,10.0,3.7,3,3,64
2015-03-05 04:00:00+00:00,4373.0,1.19999999,4.5,93.0,1039.0,3.5,10.0,7.45,3,4,64
2015-03-05 05:00:00+00:00,4373.0,1.20000004,3.5,93.0,1039.0,2.5,10.0,6.5,3,5,64
2015-03-05 06:00:00+00:00,4373.0,1.00000003,4.0,96.5,1039.0,3.5,10.0,8.350000000000001,3,6,64
2015-03-05 07:00:00+00:00,4373.0,1.90000001,4.5,96.5,1039.0,4.0,10.0,13.9,3,7,64
2015-03-05 08:00:00+00:00,4373.0,3.9,7.0,93.0,1040.0,6.0,10.0,13.9,3,8,64
2015-03-05 09:00:00+00:00,4373.0,7.600000099999999,8.0,84.0,1040.0,5.5,10.0,17.6,3,9,64
2015-03-05 10:00:00+00:00,4373.0,6.6999998,8.0,87.0,1039.5,6.0,10.0,17.6,3,10,64
2015-03-05 11:00:00+00:00,4373.0,10.1999998,9.0,82.0,1039.0,6.0,10.0,16.7,3,11,64
2015-03-05 12:00:00+00:00,4373.0,11.0999999,9.0,76.0,1039.0,5.0,10.0,19.45,3,12,64
2015-03-05 13:00:00+00:00,4373.0,9.8333333,8.5,78.5,1039.0,5.0,10.0,22.25,3,13,64
2015-03-05 14:00:00+00:00,4373.0,8.566666699999999,7.5,87.0,1039.0,5.5,10.0,22.2,3,14,64
2015-03-05 15:00:00+00:00,4373.0,7.300000099999999,8.0,84.0,1038.0,5.5,10.0,21.3,3,15,64
2015-03-05 16:00:00+00:00,4373.0,2.8,8.0,87.0,1038.0,6.0,10.0,18.5,3,16,64
2015-03-05 17:00:00+00:00,4373.0,1.20000004,8.0,81.0,1038.0,5.0,10.0,17.6,3,17,64
2015-03-05 18:00:00+00:00,4373.0,1.30000001,8.0,78.5,1037.0,4.5,10.0,17.6,3,18,64
2015-03-05 19:00:00+00:00,4373.0,1.40000003,8.0,76.0,1037.0,4.0,10.0,16.7,3,19,64
2015-03-05 20:00:00+00:00,4373.0,1.10000002,8.0,76.0,1037.0,4.0,10.0,14.8,3,20,64
2015-03-05 21:00:00+00:00,4373.0,1.20000004,7.5,76.0,1037.0,3.5,10.0,14.85,3,21,64
2015-03-05 22:00:00+00:00,4373.0,1.30000001,7.0,81.0,1037.0,4.0,10.0,13.899999999999999,3,22,64
2015-03-05 23:00:00+00:00,4373.0,1.20000004,7.0,81.0,1037.0,4.0,10.0,12.05,3,23,64
2015-03-06 00:00:00+00:00,4373.0,1.00000003,7.0,81.0,1037.0,4.0,10.0,11.1,4,0,65
2015-03-06 01:00:00+00:00,4373.0,1.19999999,7.0,84.0,1036.0,4.5,10.0,12.05,4,1,65
2015-03-06 02:00:00+00:00,4373.0,1.20000004,7.0,81.0,1036.0,4.0,10.0,13.0,4,2,65
2015-03-06 03:00:00+00:00,4373.0,1.0,7.0,81.0,1035.0,4.0,10.0,13.0,4,3,65
2015-03-06 04:00:00+00:00,4373.0,1.20000004,6.0,87.0,1035.0,4.0,10.0,13.0,4,4,65
2015-03-06 05:00:00+00:00,4373.0,1.10000002,6.0,87.0,1035.0,4.0,10.0,14.8,4,5,65
2015-03-06 06:00:00+00:00,4373.0,1.30000001,6.0,87.0,1035.0,4.0,10.0,11.15,4,6,65
2015-03-06 07:00:00+00:00,4373.0,1.59999997,6.0,87.0,1035.0,4.0,10.0,9.3,4,7,65
2015-03-06 08:00:00+00:00,4373.0,3.6,6.5,84.0,1035.0,4.0,10.0,12.05,4,8,65
2015-03-06 09:00:00+00:00,4373.0,7.0,7.5,84.0,1034.5,5.0,10.0,13.0,4,9,65
2015-03-06 10:00:00+00:00,4373.0,8.600000099999999,9.0,76.0,1033.0,5.0,10.0,11.15,4,10,65
2015-03-06 11:00:00+00:00,4373.0,10.6000004,10.0,71.0,1033.0,5.0,10.0,8.350000000000001,4,11,65
2015-03-06 12:00:00+00:00,4373.0,11.5,11.0,64.5,1032.5,4.5,10.0,10.2,4,12,65
2015-03-06 13:00:00+00:00,4373.0,10.2333334,12.0,58.0,1032.0,4.0,10.0,9.25,4,13,65
2015-03-06 14:00:00+00:00,4373.0,8.9666668,12.0,56.0,1030.5,3.5,10.0,12.05,4,14,65
2015-03-06 15:00:00+00:00,4373.0,7.700000200000001,11.5,58.0,1029.0,3.5,10.0,8.350000000000001,4,15,65
2015-03-06 16:00:00+00:00,4373.0,3.2999998999999995,11.0,58.0,1028.0,3.0,10.0,9.25,4,16,65
2015-03-06 17:00:00+00:00,4373.0,1.39999998,10.0,62.0,1028.0,3.0,10.0,13.0,4,17,65
2015-03-06 18:00:00+00:00,4373.0,1.20000004,9.0,66.0,1029.0,3.0,10.0,17.6,4,18,65
2015-03-06 19:00:00+00:00,4373.0,1.0,8.0,73.5,1028.5,3.5,10.0,14.8,4,19,65
2015-03-06 20:00:00+00:00,4373.0,1.19999999,7.5,78.5,1028.0,4.0,10.0,15.75,4,20,65
2015-03-06 21:00:00+00:00,4373.0,1.0,7.0,87.0,1028.0,5.0,10.0,19.45,4,21,65
2015-03-06 22:00:00+00:00,4373.0,1.19999999,7.0,87.0,1028.0,5.0,10.0,16.7,4,22,65
2015-03-06 23:00:00+00:00,4373.0,0.90000001,7.0,87.0,1027.0,5.0,10.0,17.6,4,23,65
2015-03-07 00:00:00+00:00,4373.0,0.90000001,8.0,76.0,1026.0,4.0,10.0,17.6,5,0,66
2015-03-07 01:00:00+00:00,4373.0,1.1,8.0,78.5,1026.0,4.5,10.0,9.3,5,1,66
2015-03-07 02:00:00+00:00,4373.0,1.10000002,7.0,87.0,1025.0,5.0,10.0,6.5,5,2,66
2015-03-07 03:00:00+00:00,4373.0,1.00000003,7.0,87.0,1025.0,5.0,10.0,3.75,5,3,66
2015-03-07 04:00:00+00:00,4373.0,1.0,7.0,87.0,1024.5,5.0,10.0,6.5,5,4,66
2015-03-07 05:00:00+00:00,4373.0,1.10000002,7.0,93.0,1024.0,6.0,10.0,3.75,5,5,66
2015-03-07 06:00:00+00:00,4373.0,1.10000002,7.0,90.0,1024.0,5.5,10.0,6.5,5,6,66
2015-03-07 07:00:00+00:00,4373.0,1.10000002,8.0,90.0,1024.0,6.5,10.0,9.3,5,7,66
2015-03-07 08:00:00+00:00,4373.0,1.30000001,8.5,90.0,1024.0,7.0,10.0,9.25,5,8,66
2015-03-07 09:00:00+00:00,4373.0,1.00000003,9.5,84.5,1024.0,7.0,10.0,12.05,5,9,66
2015-03-07 10:00:00+00:00,4373.0,1.0,10.5,79.0,1024.0,7.0,10.0,8.350000000000001,5,10,66
2015-03-07 11:00:00+00:00,4373.0,1.0,12.0,77.0,1024.0,8.0,10.0,9.3,5,11,66
2015-03-07 12:00:00+00:00,4373.0,1.20000004,12.5,72.0,1023.5,7.5,10.0,9.3,5,12,66
2015-03-07 13:00:00+00:00,4373.0,1.0,13.5,69.5,1023.0,8.0,10.0,9.3,5,13,66
2015-03-07 14:00:00+00:00,4373.0,1.19999999,13.0,72.0,1022.0,8.0,10.0,12.05,5,14,66
2015-03-07 15:00:00+00:00,4373.0,1.00000003,11.5,79.5,1022.0,8.0,10.0,20.4,5,15,66
2015-03-07 16:00:00+00:00,4373.0,1.30000001,10.5,82.0,1022.0,7.5,10.0,18.549999999999997,5,16,66
2015-03-07 17:00:00+00:00,4373.0,1.0,8.5,87.0,1022.0,6.5,10.0,13.9,5,17,66
2015-03-07 18:00:00+00:00,4373.0,1.10000002,7.0,96.5,1022.0,6.5,7.5,10.2,5,18,66
2015-03-07 19:00:00+00:00,4373.0,1.20000004,7.0,93.0,1022.0,6.0,-4996.5,8.350000000000001,5,19,66
2015-03-07 20:00:00+00:00,4373.0,1.0,6.0,96.5,1022.0,5.5,2.75,12.95,5,20,66
2015-03-07 21:00:00+00:00,4373.0,1.00000003,7.0,93.0,1022.5,6.0,10.0,17.6,5,21,66
2015-03-07 22:00:00+00:00,4373.0,1.1,7.0,90.0,1022.0,5.5,10.0,14.85,5,22,66
2015-03-07 23:00:00+00:00,4373.0,1.20000004,7.0,90.0,1021.5,5.5,10.0,11.1,5,23,66
2015-03-08 00:00:00+00:00,4373.0,1.20000002,7.0,90.0,1021.0,5.5,10.0,9.25,6,0,67
2015-03-08 01:00:00+00:00,4373.0,1.10000002,7.0,90.0,1021.0,5.5,10.0,13.9,6,1,67
2015-03-08 02:00:00+00:00,4373.0,1.20000004,8.0,84.0,1020.5,5.5,10.0,13.0,6,2,67
2015-03-08 03:00:00+00:00,4373.0,1.0,8.0,87.0,1020.0,6.0,10.0,13.899999999999999,6,3,67
2015-03-08 04:00:00+00:00,4373.0,1.00000003,8.0,87.0,1020.0,6.0,10.0,9.3,6,4,67
2015-03-08 05:00:00+00:00,4373.0,1.1,8.0,93.0,1020.0,7.0,10.0,10.2,6,5,67
2015-03-08 06:00:00+00:00,4373.0,1.00000003,9.0,87.0,1020.0,7.0,8.5,11.100000000000001,6,6,67
2015-03-08 07:00:00+00:00,4373.0,1.10000002,9.0,93.0,1020.0,8.0,10.0,14.85,6,7,67
2015-03-08 08:00:00+00:00,4373.0,1.30000001,9.0,93.0,1020.0,8.0,8.5,12.95,6,8,67
2015-03-08 09:00:00+00:00,4373.0,0.90000001,9.0,93.0,1020.5,8.0,6.15,12.05,6,9,67
2015-03-08 10:00:00+00:00,4373.0,1.10000002,9.0,96.5,1021.0,8.5,2.35,12.05,6,10,67
2015-03-08 11:00:00+00:00,4373.0,0.90000001,9.0,100.0,1021.5,9.0,7.25,17.6,6,11,67
2015-03-08 12:00:00+00:00,4373.0,1.00000003,9.0,100.0,1022.0,9.0,6.0,25.0,6,12,67
2015-03-08 13:00:00+00:00,4373.0,1.10000002,9.0,100.0,1022.0,9.0,10.0,20.4,6,13,67
2015-03-08 14:00:00+00:00,4373.0,0.90000001,9.5,96.5,1023.0,9.0,10.0,20.35,6,14,67
2015-03-08 15:00:00+00:00,4373.0,1.1,9.5,84.5,1023.0,7.0,10.0,21.299999999999997,6,15,67
2015-03-08 16:00:00+00:00,4373.0,1.00000003,9.5,81.5,1024.0,6.5,10.0,17.6,6,16,67
2015-03-08 17:00:00+00:00,4373.0,1.10000002,7.5,93.0,1024.5,6.5,10.0,11.15,6,17,67
2015-03-08 18:00:00+00:00,4373.0,1.10000002,6.5,90.0,1025.5,5.0,10.0,6.5,6,18,67
2015-03-08 19:00:00+00:00,4373.0,0.90000001,5.5,90.0,1026.5,4.0,10.0,10.2,6,19,67
2015-03-08 20:00:00+00:00,4373.0,1.10000002,4.5,87.0,1027.0,2.5,10.0,10.2,6,20,67
2015-03-08 21:00:00+00:00,4373.0,0.800000020001,4.0,84.0,1027.5,1.5,10.0,9.3,6,21,67
2015-03-08 22:00:00+00:00,4373.0,1.19999999,3.5,87.0,1027.0,1.5,10.0,8.350000000000001,6,22,67
2015-03-08 23:00:00+00:00,4373.0,1.19999999,2.5,87.0,1027.0,0.5,10.0,7.4,6,23,67
2015-03-09 00:00:00+00:00,4373.0,1.30000001,3.0,87.0,1026.5,1.0,10.0,12.05,0,0,68
